chunk_id,paper_id,chunk_text
CHK_EVAL_606,PPR_70b9b8b1,"Title: Bridging Palliative Care and HIV/AIDS: A Call for Integrated Approaches. Abstract: Human Immunodeficiency Virus (HIV) and acquired immunodeficiency syndrome (AIDS) remain significant global health challenges. Beyond the physical manifestations, individuals living with HIV/AIDS often grapple with psychological burdens, notably anxiety, which can adversely affect their quality of life (QoL) and physiological stress markers, such as cortisol levels. Palliative care, traditionally associated with end-of-life support, has evolved to address the multifaceted needs of chronic illness patients, including those with HIV/AIDS. In the world, 1.89 million individuals require palliative care due to pain, and around 2.7 million people have HIV. This editorial explores the role of palliative care in enhancing QoL and modulating cortisol levels among HIV/AIDS patients experiencing anxiety. Palliative care is holistic, addressing physical, emotional, social, and spiritual needs."
CHK_EVAL_607,PPR_70b9b8b1,"In the context of HIV/AIDS, palliative interventions have demonstrated efficacy in alleviating symptoms, reducing psychological distress, and improving overall well-being. A systematic review highlighted that home-based palliative care and inpatient hospice services significantly improved patient outcomes in pain management, symptom control, anxiety reduction, and spiritual well-being. Palliative care emerges as a vital component in the comprehensive management of HIV/AIDS, particularly for patients grappling with anxiety. By enhancing quality of life and potentially modulating stress-induced hormonal imbalances, palliative interventions offer a holistic approach that addresses both psychological and physiological aspects of the disease. Future research should focus on elucidating the mechanisms by which palliative care influences cortisol levels and exploring its long-term benefits on disease progression and patient well-being."
CHK_EVAL_608,PPR_d7a6e18a,"Title: Long-term effect of temporary ART initiated during primary HIV-1 infection on viral persistence. Abstract: Initiation of antiretroviral therapy (ART) during primary HIV-1 infection (PHI) has been proposed to limit the formation of HIV-1 reservoirs. However, it remains unknown whether temporary ART initiated during PHI has a long-term effect on viral persistence."
CHK_EVAL_609,PPR_d7a6e18a,"Here, we longitudinally quantify HIV-1 persistence markers and immunological parameters in the participants (n = 64) of a randomized controlled trial comparing 24 or 60 weeks of temporary ART vs. no treatment during PHI, who subsequently (re)initiated ART during chronic HIV-1 infection (CHI) after a median period of 116 weeks without treatment (ISRCTN59497461). Levels of several HIV-1 persistence markers (cell-associated unspliced RNA, total DNA, and intact DNA) do not significantly differ and strongly positively correlate between early and CHI ART periods in the same participants. Early ART is associated with lower HIV-1 proviral sequence diversity and superior restoration of the CD4/CD8 ratio, as well as lower levels of monocyte activation markers, compared to CHI ART, in the same participants. At CHI ART, intact HIV-1 DNA negatively correlates with HIV-specific T-cell responses. Finally, levels of HIV-1 persistence markers during CHI ART are lower in participants who had been pre-treated during PHI, indicating a long-term suppressive effect of temporary early ART on the persistence of HIV-1 reservoir."
CHK_EVAL_610,PPR_026c6ba0,"Title: The Impact of Palliative Care on Quality of Life and Cortisol Levels in HIV/AIDS Patients with Anxiety. Abstract: Individuals with HIV/AIDS often experience significant physical and mental burdens. Palliative care has emerged as a means to improve the quality of life for people living with HIV/AIDS (PLWHA). This study aims to determine the effect of palliative care on the quality of life and psychoneuroimmunoendocrine aspects in PLWHA, particularly those suffering from anxiety, as indicated by cortisol hormone levels. A total of 30 PLWHA with anxiety were selected based on inclusion and exclusion criteria. This study employed a quantitative design with a quasi-experimental one-group pre-test and post-test approach."
CHK_EVAL_611,PPR_026c6ba0,"The data were analyzed using descriptive statistics and a paired t-test to assess the impact of the intervention on quality of life and cortisol hormone levels. The findings indicated a significant improvement in quality of life following palliative care (p = 0.000, p < 0.05). The cortisol levels in PLWHA with anxiety decreased following palliative care; however, the reduction was not statistically significant, suggesting that palliative care had no measurable impact on cortisol levels post-intervention (p = 0.845, p > 0.05). Palliative care significantly enhances the quality of life in PLWHA. However, it does not lead to a statistically significant reduction in cortisol hormone levels before and after the intervention. Factors such as patient compliance with the palliative care plan and the influence of efavirenz on cortisol levels in PLWHA are likely contributing to these results."
CHK_EVAL_612,PPR_e9c44ca6,"Title: Kidney dysfunction in adults living with HIV and HBV: a 10-year retrospective cohort study across seven Asia-Pacific countries. Abstract: This study investigated kidney dysfunction among people with HIV (PWH), comparing those with and without hepatitis B virus (HBV) co-infection. We further identified predictors of kidney dysfunction in PWH with HBV. Adult PWH in the TREAT Asia Observational Database-Low Intensity TransfEr cohort, who were on antiretroviral therapy, with follow-up after 2010 were included. HBV co-infection was defined by positive hepatitis B surface antigen. Kidney dysfunction was determined as a single estimated glomerular filtration rate < 60mL/min/1.73m Among 23,415 participants (median age = 37 years; interquartile range [IQR]: 31-43), most were male (62.2%), from lower-middle income countries (67.1%), and reported heterosexual HIV transmission (79.3%). The median follow-up time was 5.41 years (IQR: 2.05-8.67)."
CHK_EVAL_613,PPR_e9c44ca6,"The majority were prescribed NRTI + NNRTI (83.6%), and 4.9% had HBV co-infection. Overall, 8.0% had kidney dysfunction, with a higher proportion among PWH with HBV than those without HBV (14.8% vs. 7.6%, p < 0.001). Most cases of kidney dysfunction were stage III (84.2%). Factors associated with kidney dysfunction in PWH with HBV included older age (≥ 50 years: Hazard ratio [HR] = 6.45, 95%CI: 2.31, 18.04) compared to 18-29 years, higher income country (upper-middle income: HR = 1.78, 95%CI: 1.16, 2.74) compared to lower-middle income, low platelet counts (< 150 × 10 A high prevalence of kidney dysfunction was observed among PWH with HBV co-infection in the Asia-Pacific. Renal screening and monitoring should prioritize PWH with HBV with older age, low platelets and CD4 counts in low-resource settings."
CHK_EVAL_614,PPR_7e6e2f93,"Title: Behavioral Intervention to Prevent HIV/AIDS Among Young Adults Using Motivational Culture-Based Communication: Protocol for a Research and Development Study. Abstract: HIV/AIDS is an epidemic in 190 countries, with Indonesia having more than half a million people living with the virus."
CHK_EVAL_615,PPR_7e6e2f93,"Risk factors include risky sexual activity and alternating needle usage. The majority of cases are young adults (aged 18 to 30 years). The Indonesian National HIV/AIDS strategy aims to reduce new cases to less than a thousand per year. Nowadays, effective prevention involves avoiding free sex and adopting healthier lifestyles. This research aimed to explore young adults' needs, perceptions, and cultural aspects of HIV/AIDS prevention, develop the intervention model, analyze its effectiveness, and examine its effect on HIV prevention behavior."
CHK_EVAL_616,PPR_d1e7a690,"Title: Application of a Dengue NS1 antigen based rapid diagnostic test to screen dengue virus infection in clinical settings in Indonesia. Abstract: Dengue virus (DENV) is hyperendemic in Indonesia and of high public health concern globally. Without an effective antiviral therapy, an accurate diagnosis of the four viruses, DENV1-4, is crucial for patient management and outcome. We aim to assess the diagnostic accuracy and usefulness of a commercial DENV antigen rapid diagnostic test kit in point-of-care conditions. Six-hundred-forty-six patients with fever or history of fever, and without leukocytosis, were enrolled from Tabanan General Hospital, Bali in 2017-2018. All sera were tested for DENV NS1 antigen using the Standard Diagnostics Bioline NS1 Ag rapid test kit and  DENV was detected in 10.4% (67/646) of enrolled patients by molecular assays."
CHK_EVAL_617,PPR_d1e7a690,"Only 41 of the positives were found to be positive by the NS1 rapid test. Our findings indicate that the kit was the most sensitive in the first 2 days after disease onset with sensitivity > 75%, and declining at day 3 with a sensitivity of <60%. In addition, the kit was found to be the most sensitive to DENV-2 and least sensitive to DENV-4. Overall, the kit had a sensitivity of 59.7% [95% CI: 44.5-74.9] and specificity of 99.8% [95% CI: 99.5-100.0]. Our evaluation indicated that the rapid diagnostic test is useful for both surveillance and initial detection of DENV infection in community settings. However, it should be supplemented with additional diagnostic methods to ensure accurate confirmation for patient management."
CHK_EVAL_618,PPR_8fcd83be,"Title: # THE REPLICATION EFFICIENCY OF DENGUE VIRUS SEROTYPE 1 ISOLATED FROM PATIENTS WITH DENGUE FEVER IN HUMAN HEPATOCYTE CELL LINES. Abstract: The Efficiency of viral replication in cells depends on the capability of supporting virus replication by the cells. We characterized the effectiveness of Dengue Virus Serotype 1 (DENV-1) replication in various cell lines and various multiplicity of infection (MOI) starting from 2 FFU/cell up to 0,3125 FFU/cell. We used HepG2 and Huh-7 human hepatocyte cell lines and in addition, we also used non-human kidney cells (Vero cells)."
CHK_EVAL_619,PPR_8fcd83be,"DENV-1 strain IDS 11/2010 was isolated from DF patients and previously propagated in Huh7 and Vero cells as DENV-1-adapted Huh-7 and DENV-1-adapted Vero cells, respectively. Huh7 cells, Hep G2 cells, and Vero cells were infected with DENV-1 at various MOI and incubated for 48 hours at 37 The virus was adapted to Huh-7 and Vero cells, with results showing that Vero cells exhibited the highest replication efficiency, evidenced by significant viral titers. Among human hepatocyte cell lines, DENV-1 demonstrated greater replication in Huh-7 cells than in HepG2 cells. Notably, no foci formation was observed in HepG2 cells after 48 hours of infection. These findings underscore the suitability of Vero and Huh-7 cells as optimal environments for DENV-1 replication, offering valuable insights for enhancing laboratory diagnostics and advancing antiviral strategies and vaccine development against DENV-1."
CHK_EVAL_620,PPR_ffa7e74d,"Title: Modeling the Dynamics of Dengue Transmission with Awareness and Optimal Control Analysis. Abstract: Dengue fever is a vector-borne disease which is transmitted by the bites of mosquitoes infected with dengue viruses. This disease is spread around the world and still as a global health problem. In this work, we formulate the dengue model by considering the population of aware humans. The real data of dengue infection in East Java, Indonesia is employed to estimate the parameters of the dengue model. The estimation of parameters is done by using monthly cumulative data on humans infected dengue that recorded at East Java Health Office on 2018-2020. We then analyze the stability of the equilibria of the model."
CHK_EVAL_621,PPR_ffa7e74d,"The analysis exhibits that the disease-free equilibrium is locally and globally asymptotically stable when the basic reproduction number is less than one. We utilize the Lyapunov function approach to guarantee that the endemic equilibrium is globally asymptotically stable whenever the reproduction number is greater than one. Furthermore, this work examines the effectiveness of various dengue control strategies, including vector control, awareness program, and prevention. Cost-effectiveness evaluation has shown that the combination of vector control, awareness programs, and awareness prevention is the most effective intervention to reduce the dengue fever in the community."
CHK_EVAL_622,PPR_9c88fa5f,"Title: Adverse drug reactions to the nine-month all-oral and 18-month regimens for multidrug-resistant tuberculosis in Indonesia. Abstract: BackgroundThe treatment of multidrug-resistant (MDR) tuberculosis (TB) requires the long-term administration of multiple second-line drugs in combination therapy.ObjectiveWe investigated the ADRs to a 9-month all-oral regimen (i.e., pyrazinamide, ethambutol, high-dose isoniazid, levofloxacin, bedaquiline, and clofazimine) and a longer 18-months regimen (i.e., levofloxacin, bedaquiline, linezolid, clofazimine, and cycloserine) for MDR-TB during the first 4 months of treatment.MethodThe patients in this cohort study were recruited from three referral hospitals in Indonesia. The inclusion criteria were patients aged ≥18 years diagnosed with MDR-TB who received either the 9-month all-oral or 18-months regimens. We used the causality assessment categories from the WHO-Uppsala Monitoring Center.ResultsA total of 60 patients were included in this study."
CHK_EVAL_623,PPR_9c88fa5f,"The ADRs included nausea and/or vomiting (48.3%), arthralgia (38.3%), prolonged QTcF interval (30.0%), among others. One case of prolonged QT interval in a grade 3 ADR was observed, in which the 18-month regimen was modified during the first 4 months of treatment.ConclusionIn the first 4 months of treatment, the predominant ADRs were nausea and/or vomiting, arthralgia, and prolonged QT interval. This study showed that active patient monitoring is needed."
CHK_EVAL_624,PPR_f05e5ba3,"Title: Pitfalls and Pearls for Diagnosis of a Child with Tuberculosis Osteomyelitis Masquerading as Brodie's Abscess: A Case Report. Abstract: Tuberculous osteomyelitis is an uncommon manifestation of extrapulmonary tuberculosis in children, with diaphyseal involvement being particularly rare. Its insidious course and nonspecific imaging often lead to misdiagnosis as pyogenic osteomyelitis or Brodie's abscess, resulting in delayed treatment. This report highlights a diagnostically challenging case of paediatric tibial tuberculosis osteomyelitis mimicking Brodie's abscess. A 15-year-old girl presented with an 18-month history of chronic pain, swelling, and a draining sinus on her left lower leg. Despite undergoing multiple surgeries and a prolonged course of anti-tuberculous therapy, symptoms persisted. Radiographic and MRI findings suggested Brodie's abscess with diaphyseal and metaphyseal involvement. However, biopsy revealed granulomatous inflammation, and polymerase chain reaction (PCR) testing confirmed Mycobacterium tuberculosis. Subsequent treatment led to clinical improvement and radiological bone union at six-month follow-up. The case underscores the diagnostic difficulty in distinguishing TB osteomyelitis from subacute pyogenic infections, especially in children. Classical radiologic features such as sclerotic rims, lytic lesions, and periosteal reaction are often indistinguishable. FNAB and pus cultures may yield inconclusive results. In this case, PCR was pivotal for definitive diagnosis."
CHK_EVAL_625,PPR_f05e5ba3,"Misdiagnosis can lead to inappropriate treatment and unnecessary surgical interventions. Tuberculosis should be considered in the differential diagnosis of chronic osteomyelitis, particularly in TB-endemic regions. Early use of molecular diagnostics such as PCR, along with histopathology, is critical for accurate diagnosis. A multidisciplinary approach facilitates timely intervention, prevents complications, and improves outcomes."
CHK_EVAL_626,PPR_06bb2b90,Title: MOODMIND: A Pilot Feasibility Study of Artificial Intelligence for Major Depressive Disorder Screening in Tuberculosis Patients. Abstract: Major Depressive Disorder (MDD) can occur in patients with tuberculosis. The purpose of this research was to develop an early detection system for MDD and conduct an accuracy test. The MOODMIND application uses Natural Language Processing (NLP) with sentiment analysis techniques. MOODMIND offers both speech and text options and is available in Indonesian/English. The screening results were compared with physician clinical interview.
CHK_EVAL_627,PPR_06bb2b90,"Single blinding was used so that doctor was unaware of the application test. The app asks open- and closed-ended questions for MDD identification based on the DSM-5. The test results were divided into non-depressive (none or at-risk) and suspected depression groups. Among the 21 subjects, MOODMIND showed 67% (95% CI: 9.4-99.2%) sensitivity and 100% (95% CI: 81.5-100%) specificity. MOODMIND demonstrated accuracy results in pilot study but required advanced research with more sample and diverse settings. Ease is advantageous because the steps are simple, but it can be improved by adding words related to depression in the lexicon adjustment for increasing diagnostic performance."
CHK_EVAL_628,PPR_6292db6f,"Title: Therapy-induced cardiotoxicity in drug-resistant tuberculosis patients: A systematic review and meta-analysis. Abstract: Drug-resistant tuberculosis remains a major public health challenge with substantial associated morbidity and mortality. Management requires complex, individualized treatment regimens. Emerging evidence suggests that contemporary antituberculosis agents for drug-resistant disease carry significant cardiotoxicity risk. This study aims to evaluate the cardiovascular toxicity of current therapeutic regimens in patients with multidrug-resistant, pre-extensively drug-resistant, and extensively drug-resistant tuberculosis. This systematic review and meta-analysis was conducted following the PRISMA guidelines."
CHK_EVAL_629,PPR_6292db6f,"A comprehensive literature search was performed across five databases (PubMed, Cochrane Library, Scopus, ProQuest, and Springer) through May 5, 2024. Methodological quality was assessed using NHLBU study quality assessment tools for controlled intervention studies. Statistical analyses were conducted using a random-effects model with the DerSimonian-Laird method, with results reported as pooled estimates with 95% confidence intervals. Eight studies comprising 9,506 patients with multidrug-resistant, pre-extensively drug-resistant, and extensively drug-resistant tuberculosis were included. Bedaquiline without delamanid was associated with the greatest QTc prolongation [pooled mean difference: 21.9 ms (95% CI [10.24-33.62])] and highest prevalence of clinically significant QTc prolongation [21.2% (95% CI [8.6-22.8]%)]. Treatment discontinuation rates were similar for bedaquiline monotherapy and bedaquiline-delamanid combination therapy [8% (95% CI [2-18]%) vs. 8% (95% CI [0-21]%)]. Drug resistant tuberculosis treatments were associated with cardiotoxicity concerns, evidenced by its QT prolongation, clinically significant arrhythmia, and treatment discontinuation."
CHK_EVAL_630,PPR_a67c49ab,Title: Peptide drugs for obesity and type 2 diabetes mellitus: an overview of clinical trials.
CHK_EVAL_631,PPR_a67c49ab,"Abstract: In recent years, the significant rise in obesity and type 2 diabetes mellitus (T2DM) has become a global health issue, necessitating safer and more efficacious therapeutic approaches beyond conventional drugs and lifestyle interventions. Owing to their high specificity, biological compatibility, and ability to modulate complex metabolic pathways, peptide-based metabolic regulators have emerged as a transformative class of therapeutics. This review aims to provide a comprehensive overview of the historical development, current status, and future prospects of peptide-based therapeutics for the treatment of obesity and T2DM."
CHK_EVAL_632,PPR_e9742ed8,"Title: Feasibility and Preliminary Impacts of a Diabetes Education Chatbot Simulation on Glycemic Targets, Loneliness, and Health Beliefs in Indonesia: An Explanatory Mixed-methods Study. Abstract: Chatbot technology improves access to and engagement with diabetes education. However, few studies have evaluated the feasibility and rigorously assessed the impact of chatbots among individuals with type 2 diabetes (T2DM) using theory-based approaches. This pilot study assessed the feasibility and preliminary impact of a chatbot on glycemic targets, loneliness, and perceived health beliefs among adults with T2DM. An explanatory mixed-methods approach, comprising a one-group experimental design and qualitative interviews, was used. The chatbot simulation, named ""TakonGendhis,"" was developed based on conceptual models derived from the technology acceptance model and the health belief model. Feasibility included usefulness, ease of use, and intention to use."
CHK_EVAL_633,PPR_e9742ed8,"Preliminary impact was evaluated based on changes in glycemic targets, loneliness, and health beliefs from baseline to 12 weeks post-intervention. Qualitative data were gathered through individual interviews and focus group discussions and were analyzed thematically. Narrative synthesis was employed to integrate findings from the quantitative and qualitative phases of the study."
CHK_EVAL_634,PPR_c68807a9,"Title: A Scoping Review of Psychoeducational Interventions for Managing Type 2 Diabetes Mellitus in Asian Countries. Abstract: Diabetes mellitus (DM) is a chronic disease that significantly affects patients' quality of life and mental health. Psychoeducational approaches have been recognized as an effective strategy to improve knowledge and self-care skills and to reduce psychological burden. However, scoping reviews focusing on psychoeducational interventions and their outcomes in patients with type 2 diabetes mellitus in Asian contexts remain limited. This scoping review aimed to identify, map, and synthesize existing evidence on psychoeducational interventions for adults with type 2 diabetes mellitus in Asian countries. A scoping review was conducted in accordance with the Arksey and O'Malley framework and reported in accordance with PRISMA guidelines. Literature searches were conducted across CINAHL, PubMed, Scopus, and Taylor & Francis databases through July 28, 2025, complemented by manual searches in Google Scholar. Eligible studies were randomised controlled trials (RCTs) published in English that involved patients with diabetes types 2 in Asian countries. Methodological quality was appraised using the Joanna Briggs Institute (JBI) checklist, and data were synthesised through thematic analysis."
CHK_EVAL_635,PPR_c68807a9,"There were 13 RCT articles analyzed in this review. The psychoeducational interventions identified could be classified into three main models: cognitive-behavioral and acceptance-based interventions, mindfulness and stress-reduction interventions, and educational and coaching-based interventions. The reported outcomes also clustered into three domains: psychological, behavioral/self-management, and clinical. The most consistent improvements were observed in psychological and behavioural outcomes, while clinical outcomes, such as reduced HbA1c, cortisol levels, and PAI-1, also improved. Psychoeducational interventions are diverse and effective in improving psychological well-being and self-management among patients with diabetes in Asia. Culturally-based adaptation and integration into primary healthcare systems are essential to ensure sustainability and long-term effectiveness."
CHK_EVAL_636,PPR_8cfc5a62,"Title: Salivary microbiome and periodontopathogen/denitrifying bacteria associated with gingivitis and periodontitis in people with type 2-diabetes. Abstract: Despite diabetes mellitus and periodontal diseases are mutually exclusive, little is known about particular types of bacteria that may have exacerbated the development of diabetics' periodontal inflammation. The purpose of this study was to descriptively characterize and explore the differences in the salivary microbiomes of individuals with type 2 diabetes (20-40 years old) who had gingivitis or periodontitis to those who did not. Additionally, we evaluated the descriptive relationship between the relative abundance of periodontopathogens and nitrate-reducing bacteria in their salivary microbiome. Saliva was collected from all participants. Genomic DNA was isolated and pooled in equimolar quantities from all individuals within each group to create three pooled libraries: type 2 diabetes (T2DM) patients without periodontal disease (G1), T2DM patients with gingivitis (G2), and T2DM patients with periodontitis (G3). Sequencing was performed using Oxford Nanopore MinION Technology. The relative abundance and bacterial diversity were measured using bioinformatic methods, and all analyses of sequencing data were strictly descriptive and exploratory."
CHK_EVAL_637,PPR_8cfc5a62,"Salivary nitrite/nitrate concentrations were measured on individual, un-pooled samples. The salivary microbiota among people with type 2 diabetes and periodontal disease (G2; G3) was observed to have greater bacterial diversity and abundance than that of patients without periodontal disease (G1), according to descriptive alpha-diversity analysis. The G3 group exhibited the largest relative abundance of Results of this exploratory study suggest that the relationship between periodontopathic and denitrifying bacteria in the salivary microbiome varies among those with type 2 diabetes mellitus who also have gingivitis or periodontitis. These distinct microbial features observed may be microbiological characteristics associated with the progression of periodontal disease in this population, warranting further validation as potential indicators for early management."
CHK_EVAL_638,PPR_7294b4bb,"Title: A National Survey of Adherence to Glucose-Lowering Medication Among Adults With Diabetes in Indonesia. Abstract: Non-adherence to medication is a major challenge for patients with diabetes. Despite the growing burden of diabetes in Indonesia, nation-wide research on medication adherence remains limited. To identify factors associated with adherence to glucose-lowering medication among adults with diabetes in Indonesia. This cross-sectional study used data from the 2023 Indonesian National Health Survey (SKI), a nationwide survey using a stratified, multi-stage sampling method with probability-proportional-to-size household selection collecting data by personal interview at home. Respondents with diabetes using glucose-lowering medication were included. Multiple logistic regression for complex sample analysis was used to model the adherence to glucose-lowering medication, ensuring population-level representativeness and exploring the factors associated with adherence. Of 13,960 respondents, 12.3% were non-adherent. Regular follow-ups at health facilities showed the strongest association with adherence (OR = 11.56, 95% CI: 8.74-15.27, p < 0.001). Other significant factors included receiving medication from medical personnel (OR = 4.13, 95% CI: 3.25-5.26, p < 0.001), insulin use (OR = 2.74, 95% CI: 1.76-4.27, p < 0.001), self-purchasing medication (OR = 1.5, 95% CI: 1.17-1.91, p = 0.001), receiving diabetes management education (OR = 1.46, 95% CI: 1.20-1.79, p < 0.001), maintaining a healthy diet (OR = 1.57, 95% CI: 1.26-1.95, p < 0.001), and regular exercise (OR = 1.34, 95% CI: 1.10-1.65, p < 0.001). In contrast, herbal medicine use was negatively associated with adherence (OR = 0.54, 95% CI: 0.44-0.65, p = 0.005). Medication adherence is associated with a combination of treatment and healthcare system/healthcare provider-related factors."
CHK_EVAL_639,PPR_7294b4bb,Improved patients' engagement and better access to glucose-lowering medications could increase medication adherence.
CHK_EVAL_640,PPR_a2c7b556,"Title: Toxicological Evaluation of Vanillin Flavor in E-Liquid Aerosols on Endothelial Cell Function: Findings from the Replica Project. Abstract: There are challenges that require collaboration among researchers to ensure that tobacco harm reduction strategies are evidence-based. A key challenge is evaluating the safety of flavors in e-cigarettes. Many flavorings are deemed “generally recognized as safe” (GRAS) for ingestion, but this does not guarantee their safety when inhaled. The Replica international research group is dedicated to the replication of studies on tobacco alternatives. As part of this effort, the group conducted a conceptual replication of the vanillin-specific experiments from the study by Fetterman et al."
CHK_EVAL_641,PPR_a2c7b556,"(2018), with the goal of validating their conclusions regarding this compound. We used Aspire Zelos 3 e-cigarette and prepared e-liquids containing propylene glycol, vegetable glycerin, and vanillin. The e-liquids were vaporized under regular (1 Ohm coil, 14 watts) and sub-Ohm (0.3 Ohm coil, 200 °C) settings using a vaping machine, following ISO20768:2018 puffing regime. The vapor was collected into a trapping solution to prepare aqueous extracts for treating human aortic endothelial cells. We evaluated cytotoxicity, oxidative stress, nitric oxide bioavailability, and inflammation addressing some gaps reported in the original study. We observed some harmful effects mostly attributable to ethanol used to trap vanillin, but no harmful effects from vanillin. Our results confirm the endothelial cell dysfunction observed in the original paper, but clarify that these effects are mainly attributable to ethanol and not to vaporized vanillin, indicating that, under the experimental conditions applied, vanillin does not elicit significant adverse effects on vascular endothelial cells. However, further research is needed to confirm its toxicological profile."
CHK_EVAL_642,PPR_e2d24e8b,"Title: # Incidence of ischemic stroke in Takotsubo cardiomyopathy patients: a systematic review and meta-analysis. Abstract: Takotsubo cardiomyopathy (TC) is a cardiomyopathy characterized by temporary ventricular dysfunction, often resembling myocardial infarction. The association between ischemic stroke and TC remains unclear, with unknown true incidence."
CHK_EVAL_643,PPR_e2d24e8b,"The objective of this study is to assess the incidence of ischemic stroke in TC patients and its risk factors. We carried out a comprehensive search of PUBMED, Google Scholar, PROQUEST, and ScienceDirect databases from their inception to February 2026. Studies reporting the incidence of ischemic stroke in TC patients were included. The quality of studies was evaluated utilizing the Joanna Briggs Institute Critical Appraisal Tools. Statistical analyses were performed using Review Manager and RStudio. This study included six studies with 35,573 participants (841 had ischemic stroke and 34,732 did not). The pooled incidence of ischemic stroke was 4% (95% CI 0.01-0.06; I Ischemic stroke in TC patients correlates with an increased mortality rate and is associated with age, sex, and comorbidities, including diabetes and atrial fibrillation. Additional research is necessary to evaluate the possible advantages of anticoagulant therapy in TC patients."
CHK_EVAL_644,PPR_8350d5e3,"Title: Predictors of mortality of Hypertensive Intracerebral Hemorrhage (HICH) patients: a single centre study. Abstract: Hypertensive Intracerebral Hemorrhage (HICH) is one of the leading causes of death and disability in the world, with a high mortality rate. Various demographic and clinical factors influence mortality in ICH patients. This study aims to identify the factors that affect in-hospital mortality in patients with hypertensive intracerebral hemorrhage (HICH). This study used a retrospective cohort design with medical record data from hypertensive intracerebral hemorrhage (HICH) patients at the Neurology Department of Dr. Hasan Sadikin Hospital, Bandung between January 2023 until December 2024."
CHK_EVAL_645,PPR_8350d5e3,"Univariate analysis was performed to describe sample characteristics, bivariate analysis with chi-square test was used to test the relationship between independent variables and mortality, and multivariate analysis with logistic regression was applied to identify the factors that most influenced mortality. Among the 177 patients analyzed, 64 (36.16%) died. Factors that were significantly associated with mortality were diabetes mellitus ( Diabetes mellitus, NIHSS score, infratentorial location of bleeding, and ICH score are the primary factors contributing to mortality in hypertensive intracerebral hemorrhage (HICH) patients. Early identification and optimal management of these factors can help improve patient clinical outcomes."
CHK_EVAL_646,PPR_63e0252d,"Title: # JAK2 V617F mutations and thrombosis in BCR-ABL1 negative myeloproliferative neoplasms: clinical profile and hematologic insights. Abstract: The interplay between JAK2 mutation, thrombosis, and the baseline clinical and hematologic profile of MPN remains poorly understood. This study aims to provide insight on the relationship between the clinical profile and hematologic findings, JAK2 V617F mutation, and the occurrence of thrombotic events in BCR-ABL1 negative MPNs. We retrospectively analyzed 198 patients with BCR-ABL1-negative MPNs to assess associations between JAK2 V617F mutation status, hematologic parameters, clinical features, and thrombotic events. Patients under 40 years old were associated with JAK2 V617F-negative MPN (p<0.05)."
CHK_EVAL_647,PPR_63e0252d,"In PV patients, cardiovascular comorbidities were associated with a 4.5-fold increased risk of thrombosis (OR 4.59; CI 1.57-13.43; p=0.005). Mutated-JAK2 V617F MPN was associated with lower platelets and higher WBC count, while thrombosis was associated with higher hemoglobin and hematocrit (p<0.01). However, we found no associations between JAK2 V617F mutation and thrombotic events across all MPN subtypes. Cardiovascular comorbidity are an independent risk factor for thrombosis in PV. While JAK2 V617F mutation was associated with distinct hematologic profiles, it was not independently linked to thrombotic risk. These findings highlight the significance of clinical comorbidities and hematologic parameters in thrombotic event occurrences in MPN patients."
CHK_EVAL_648,PPR_5467bb9e,"Title: Urban-rural differences in the incompleteness of antenatal care coverage in Indonesia: A cross-sectional study. Abstract: The estimated maternal mortality ratio in Indonesia from 2016 to 2020 was 249 maternal deaths per 100,000 live births. Currently, this ratio remains relatively high. One effort to reduce maternal mortality is to provide regular antenatal care during pregnancy. This study aimed to analyse the urban-rural differences in the incompleteness of antenatal care coverage in Indonesia. This cross-sectional study used data from Indonesian Basic Health Research 2018. A total of 64,399 women aged 15-49 years, including 26,792 and 37,607 women from urban and rural areas, respectively, were included."
CHK_EVAL_649,PPR_5467bb9e,"Univariate (percentage), bivariate (chi-square statistics) and multivariate (logistic regression statistics) analyses were conducted. Approximately 18.2% and 26.4% of the urban and rural participants received incomplete antenatal care, respectively. Secondary and primary education, lack of health insurance, home-based antenatal care, parity greater than 2, travel time to health facilities exceeding 15 min, absence of abortion history, undesired pregnancy and absence of pregnancy complications were associated with incomplete antenatal care in rural areas. Secondary and primary education, home-based antenatal care, travel time to health facilities exceeding 15 min, parity greater than 2 and undesired pregnancy were associated with incomplete antenatal care in urban areas. Incomplete antenatal care coverage is more prevalent in rural areas than in urban areas, influenced by distinct socio-demographic and healthcare access factors. Strengthening health insurance programmes, improving healthcare facility access and promoting antenatal care education are critical to reducing disparities and ensuring better maternal health outcomes in both urban and rural areas."
CHK_EVAL_650,PPR_da9a1355,"Title: Ninety-one years of midwifery continuity of care in low and middle-income countries: a scoping review. Abstract: Midwifery continuity of care during pregnancy, childbirth, and postpartum is essential for improving maternal and neonatal health outcomes. In low- and middle-income countries (LMICs), however, challenges such as healthcare worker shortages, limited infrastructure, poor healthcare access, and cultural barriers often hinder the effective provision of midwifery services. These issues contribute to unsustainable and inadequate care, adversely affecting maternal and newborn health. This study examines the impact of these challenges on the midwifery continuity of care and its subsequent effect on maternal and neonatal outcomes. A scoping review was conducted following Arksey and O'Malley's framework."
